roomNumber,FloorHeight,Width,Length,Rotation,SouthContextOffset,EastContextOffset,NorthContextOffset,WestContextOffset,SouthContextHeight,EastContextHeight,NorthContextHeight,WestContextHeight,SouthShadingDepth,EastShadingDepth,NorthShadingDepth,WestShadingDepth,NorthGlazingRatio,WestGlazingRatio,SouthGlazingRatio,EastGlazingRatio,NorthWindowHeight,WestWindowHeight,SouthWindowHeight,EastWindowHeight,NorthWindowSill,WestWindowSill,SouthWindowSill,EastWindowSill,sDA1,sDA2,sDA3,sDA4,sDA5,sDA6,sDA7,sDA8,sDA9,UDI1,UDI2,UDI3,UDI4,UDI5,UDI6,UDI7,UDI8,UDI9,ASE1,ASE2,ASE3,ASE4,ASE5,ASE6,ASE7,ASE8,ASE9
77,7,60,87,-24,10,39,4,66,193,183,113,355,0.3,1.12,0.08,1.03,0.5,0.2,0.6,0.3,1,2,4,4,2,1,5,4,38.23,19.7,55.82,10.13,0,18.19,42.07,10.04,69.87,68.405172,40.086638,82.182759,32.125431,0,38.163362,80.699569,44.164655,85.947845,4.96,6.98,12.59,0,0,0.04,0.52,0.69,27.63
78,7,67,89,-24,32,39,4,48,179,183,122,162,1.78,1.11,0.08,1.11,0.4,0.2,0.6,0.2,10,2,5,4,5,1,5,4,26.23,15.76,64.21,1.58,0,32.97,20.72,0.39,65.49,58.546225,32.805085,83.315871,26.756163,0,55.17604,62.600539,27.839368,83.079353,2.77,4.82,18.76,0,0,8.71,0.27,0.31,23.27
79,7,67,89,-24,65,15,9,66,312,181,122,147,1.83,1.12,0.08,1.11,0.5,0.2,0.6,0.2,9,2,5,4,2,1,5,4,38.91,18.03,74.23,12.87,0,52.58,23.84,0,66.45,69.822419,36.677196,78.807396,37.011556,0,73.498844,60.993451,11.502696,80.616333,4.28,5.43,27.12,0,0,18.14,0.04,0,25.04
80,7,67,90,-11,33,39,10,48,353,415,395,351,2.01,1.19,0.19,1.08,0.4,0.3,0.6,0.3,10,5,5,3,5,0,5,4,35.98,19.58,70,7.65,0,32.84,30.83,0.68,74.43,71.586364,43.4,83.166288,29.636742,0,54.536742,77.413636,38.872348,83.539015,1.59,4.77,28.48,0,0,9.58,0,0,28.22
81,7,67,90,-14,69,39,4,48,312,415,395,351,2.01,1.11,0.08,2.72,0.4,0.3,0.6,0.3,10,5,5,3,5,0,5,4,28.11,18.37,80.23,1.17,0,53.67,27.61,5.04,85.38,65.258712,43.337121,78.937879,24.83447,0,72.389394,75.064394,42.711364,79.639394,0.83,1.36,31.48,0,0,21.25,0,0,31.78
82,4,25,61,-24,38,14,9,27,436,168,386,189,0.31,2.23,0.16,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,2,3,40.47,12.34,65.63,19.38,0,46.25,37.66,0,65.16,71.83125,38.814063,74.684375,35.495313,0,50.235938,75.8875,26.485938,74.703125,0.16,2.66,26.88,0,0,17.66,0,0,24.22
83,4,26,67,-24,19,21,4,36,311,160,120,342,1.76,2.23,1.7,1.6,0.7,0.3,0.6,0.3,2,1,3,2,3,4,5,3,13.9,0,42.51,2.94,0,26.2,19.92,0,44.79,72.18984,42.88369,82.22861,21.653743,0,38.815508,66.175134,23.302139,76.03877,0,0,10.43,0,0,6.95,0,0,15.78
84,4,67,61,-24,38,15,9,27,436,168,386,189,0.39,1.06,0.16,1.11,0.7,0.3,0.7,0.3,8,0,4,3,3,0,5,3,24.15,5.23,54.09,14.66,0,37.84,26.42,0.51,54.94,54.505682,13.985227,74.461364,37.359659,0,56.825,59.088068,11.360227,73.759659,0,0.97,18.13,0,0,11.48,0.28,0,21.08
85,4,66,67,-24,18,22,4,66,311,160,122,359,0.35,1.22,1.71,1.6,0.7,0.3,0.6,0.3,10,1,3,2,2,4,5,4,7.95,0,36.05,1.91,0,19.37,9.25,0,40.81,48.048554,24.305269,71.024793,20.027376,0,35.188533,44.879132,14.783058,67.284091,0,0,9.04,0,0,4.29,0,0,15.6
86,7,60,87,-24,67,39,4,48,437,181,387,64,0.37,1.06,0.08,2.75,0.4,0.2,0.7,0.2,9,2,4,0,2,0,2,4,27.03,10,78.49,4.4,0,64.27,33.23,9.96,91.42,56.978017,23.759914,71.661207,27.226293,0,73.489224,74.299569,39.965086,72.163793,1.25,2.97,31.81,0,0,25.91,0.09,0,36.64
87,7,60,87,-24,31,39,10,48,437,181,387,64,0.37,1.11,0.08,1.11,0.4,0.2,0.7,0.2,9,2,4,0,2,0,2,4,34.48,10.73,65.17,10.91,0,43.02,38.58,8.45,78.92,66.418103,28.523276,79.096121,33.448276,0,59.487931,77.614655,37.893534,78.069828,2.93,3.88,23.97,0,0,14.91,0.09,0,32.84
88,4,66,67,-24,31,22,4,47,312,160,115,359,2.02,1.22,1.71,1.1,0.7,0.3,0.6,0.2,10,1,5,4,2,4,5,4,9.35,0,36.57,2.27,0,19.73,7.59,0.88,34.92,51.740702,26.210744,74.048037,21.042872,0,39.636364,37.572831,11.184401,62.862087,0,0,4.34,0,0,1.86,0.21,0.1,8.37
89,7,67,89,-24,68,15,9,66,314,181,122,147,1.83,1.12,0.08,1.11,0.4,0.2,0.6,0.2,9,2,5,4,2,1,5,4,34.63,18.07,75.65,8.98,0,54.01,19.22,0,66.64,65.592835,36.964176,78.546225,31.956471,0,74.378659,56.770416,11.746148,80.337827,4.28,5.43,27.54,0,0,18.84,0.04,0,25.31
90,3,25,71,-24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,25.4,6.12,36.57,9.44,0,21.54,20.35,0.4,40.16,48.901596,13.743351,57.792553,23.267287,0,30.291223,60.091755,15.904255,60.953457,0,0,9.04,0,0,7.85,0,0,11.04
91,7,67,90,-14,69,39,4,48,312,415,395,351,2.01,1.11,0.08,2.72,0.4,0.3,0.6,0.3,10,5,5,3,5,0,5,4,28.11,18.33,80.23,1.17,0,53.79,27.61,5.34,85.42,65.258712,43.341667,78.957197,24.838258,0,72.414015,75.064394,42.880303,79.637879,0.83,1.36,31.48,0,0,21.25,0,0,31.78
92,7,67,90,-11,33,39,10,48,353,415,395,351,2.01,1.19,0.19,1.08,0.4,0.3,0.6,0.3,10,5,5,3,5,0,5,4,35.98,19.43,70.15,7.8,0,32.84,30.83,0.64,74.05,71.586364,43.397348,83.218182,29.669697,0,54.578788,77.4,38.94697,83.427652,1.59,4.77,28.48,0,0,9.58,0,0,28.22
93,3,25,89,-24,19,21,4,37,311,181,121,337,1.75,2.23,1.7,1.1,0.4,0.3,0.6,0.3,9,0,3,2,2,4,5,4,2.12,0,24.47,0,0,12.29,4.77,0,25.53,53.730932,32.702331,74.541314,3.585805,0,21.837924,41.150424,16.648305,59.225636,0,0,2.86,0,0,0.95,0,0,5.08
94,4,60,61,-24,40,14,4,28,437,181,387,64,0.37,1.06,0.08,1.58,0.4,0.2,0.7,0.2,9,2,4,0,3,0,2,3,12.88,4.69,56.13,1.81,0,40.75,6.06,0,52.38,43.5675,14.99625,74.861875,21.9475,0,59.445625,33.445625,2.906875,73.340625,0,0.56,19.69,0,0,12.94,0,0,18.88
95,7,60,87,-24,31,39,10,48,437,181,387,64,0.37,1.11,0.08,1.11,0.4,0.2,0.7,0.2,9,2,4,0,2,0,2,4,34.48,10.73,65.13,10.73,0,43.06,38.41,8.66,78.92,66.418103,28.536638,79.06681,33.401293,0,59.496983,77.825431,37.667672,78.068966,2.93,3.88,23.97,0,0,14.91,0.09,0,32.84
96,4,66,67,-24,18,22,4,66,311,160,122,359,0.35,1.22,1.71,1.6,0.7,0.3,0.6,0.3,10,1,3,2,2,4,5,4,7.95,0,36,1.91,0,19.37,9.25,0,41.53,48.048554,24.32593,71.018079,20.073864,0,35.16374,44.972107,14.773244,66.86312,0,0,9.04,0,0,4.29,0,0,15.6
97,7,60,87,-24,67,39,4,48,437,181,387,64,0.37,1.06,0.08,2.75,0.4,0.2,0.7,0.2,9,2,4,0,2,0,2,4,27.03,10,78.36,4.57,0,64.27,33.32,9.96,91.42,56.978017,23.791379,71.669397,27.238793,0,73.489224,74.224569,39.965086,72.16681,1.25,2.97,31.81,0,0,25.91,0.09,0,36.64
98,7,67,89,-24,68,15,9,66,314,181,122,147,1.83,1.12,0.08,1.11,0.4,0.2,0.6,0.2,9,2,5,4,2,1,5,4,34.63,17.99,75.35,9.05,0,54.01,19.49,0,66.64,65.592835,36.931433,78.577427,32.08282,0,74.24923,56.780046,11.799307,80.337827,4.28,5.43,27.54,0,0,18.84,0.04,0,25.31
99,4,65,61,-24,38,14,4,27,433,168,386,189,0.31,2.23,0.16,1.6,0.7,0.3,0.7,0.3,2,0,4,2,2,0,2,3,22.56,4.48,51.28,14.53,0,38.08,18.02,0,51.8,50.818023,10.843605,71.733721,36.696512,0,56.545349,47.77093,3.455814,73.568023,0,0.99,19.19,0,0,12.27,0,0,19.3
100,3,25,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.88,5.98,36.17,8.78,0,23.14,16.62,1.46,38.7,41.231383,13.396277,55.505319,22.590426,0,30.772606,59.037234,21.466755,65.986702,0,0,15.43,0,0,9.57,0,0,12.9
111,7,67,90,24,32,39,4,36,354,413,115,330,2.01,1.15,1.71,1.08,0.4,0.3,0.6,0.3,9,5,5,3,5,0,5,4,21.86,13.45,71.52,0,0,31.1,13.11,2.88,70.64,55.998864,34.206061,82.037879,12.633712,0,52.871212,66.26553,41.339773,85.224242,1.44,2.65,31.82,0,0,10.68,0,0.11,23.67
112,3,25,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.88,5.98,36.17,8.78,0,23.14,16.62,1.46,38.7,41.231383,13.398936,55.505319,22.603723,0,30.827128,59.053191,21.466755,65.992021,0,0,15.43,0,0,9.57,0,0,12.9
113,3,25,71,23,19,22,12,27,317,180,129,341,0.43,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,4,3,3,4,5,3,12.9,0,29.92,8.38,0,20.61,17.02,1.46,33.24,42.200798,9.325798,49.216755,22.460106,0,28.763298,52.93484,19.746011,60.727394,0,0,9.84,0,0,8.38,0,0,11.04
114,3,26,89,24,19,21,4,39,311,181,121,337,1.75,2.23,1.7,1.1,0.4,0.3,0.6,0.3,9,0,3,2,2,4,5,4,1.6,0,25.62,0,0,14.26,3.19,0,24.13,53.101695,31.765703,73.811565,5.269192,0,23.27318,37.659023,20.688933,60.944167,0,0,4.29,0,0,3.29,0,0,5.18
115,3,65,89,24,19,39,4,37,311,160,378,337,1.75,2.17,1.66,1.13,0.4,0.3,0.7,0.3,9,1,5,2,2,0,1,4,3.15,2.33,21.6,0.24,0,6.03,2.6,0.12,17.26,18.348443,15.323216,45.841151,6.122586,0,16.924714,24.253843,13.92905,42.033898,0,0,5.01,0,0,0,0,0,2.44
116,7,67,87,24,67,37,4,48,314,181,124,64,0.41,1.06,0.08,1.23,0.4,0.2,0.7,0.2,9,2,4,0,2,0,2,4,27.19,9.44,80.68,11.95,0,66.58,33.89,13.83,93.22,56.83268,24.939263,70.031348,32.851881,0,72.169671,73.144592,46.089342,71.034091,3.25,3.68,37.66,0,0,31.19,0,0.59,37.58
117,3,65,89,24,19,39,4,37,311,181,120,337,1.75,2.23,1.71,1.13,0.4,0.2,0.6,0.3,9,1,5,2,2,4,5,4,0.79,0,14.31,0,0,3.9,2.21,0.24,13.76,21.71147,6.113914,36.95743,5.838786,0,14.84391,22.618053,13.355932,38.711864,0,0,2.72,0,0,0,0,0,1.89
118,3,25,89,24,19,21,4,27,311,181,373,337,1.75,2.23,1.7,1.08,0.4,0.3,0.6,0.3,9,0,3,2,3,4,2,4,1.27,0,31.36,0,0,15.04,3.6,0,25,43.808263,26.637712,68.616525,2.912076,0,23.699153,39.940678,20.675847,63.779661,0,0,4.45,0,0,3.28,0,0,4.87
119,3,25,89,24,19,21,4,37,311,148,121,337,1.75,2.23,1.7,1.1,0.4,0.3,0.6,0.3,9,0,3,2,2,4,5,4,1.59,0,29.77,0,0,13.45,3.71,0,25,48.314619,34.036017,75.518008,4.231992,0,22.67161,42.40678,24.547669,62.911017,0,0,4.45,0,0,3.28,0,0,4.87
120,3,25,71,23,19,22,12,27,317,180,129,341,0.43,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,4,3,3,4,5,3,12.9,0,29.92,8.64,0,20.61,17.29,1.46,33.24,42.200798,9.332447,49.238032,22.469415,0,28.767287,53.146277,19.744681,60.727394,0,0,9.84,0,0,8.38,0,0,11.04
121,7,67,94,24,32,39,4,36,354,413,115,330,2.01,1.15,1.71,1.08,0.4,0.3,0.6,0.3,9,5,5,3,5,0,5,4,22.14,13.6,68.73,0,0,30.5,12.87,2.02,68.37,56.535924,34.440616,81.530425,11.952346,0,51.10044,66.022361,42.52566,84.704545,1.1,2.6,31.3,0,0,9.57,0,0.11,22.65
122,3,25,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.88,5.98,36.17,8.78,0,23.14,16.62,1.46,38.7,41.231383,13.396277,55.505319,22.567819,0,30.805851,59.037234,21.468085,65.974734,0,0,15.43,0,0,9.57,0,0,12.9
123,3,65,89,24,19,39,4,37,311,160,378,337,1.75,2.17,1.66,1.13,0.4,0.3,0.7,0.3,9,1,5,2,2,0,1,4,3.19,2.33,21.44,0.24,0,6.07,2.29,0.12,17.42,18.736697,15.374458,45.689003,6.117462,0,17.029562,23.234135,13.875443,41.983839,0,0,5.01,0,0,0,0,0,2.44
124,3,26,90,24,19,21,13,39,336,160,386,396,0.34,2.23,1.66,1.6,0.8,0.3,0.6,0.3,9,0,4,2,2,0,1,4,14.9,5.88,28.14,5.98,0,17.25,13.14,0,28.43,45.427451,15.327451,54.873529,17.687255,0,23.172549,49.592157,26.412745,64.947059,0,0,12.55,0,0,6.37,0,0,9.31
125,7,67,87,24,19,37,4,39,314,181,124,63,0.4,1.06,0.1,1.22,0.4,0.2,0.7,0.2,9,2,4,2,2,0,2,4,20.69,7.95,62.93,6.07,0,30.6,23.71,4.58,69.79,51.12069,20.778605,77.01058,29.406348,0,51.723354,69.183386,38.323276,82.295455,2.27,2.74,27.47,0,0,7.64,0,0.08,23.55
126,3,26,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.52,5.76,38.67,9.01,0,24.03,16.77,1.5,40.05,39.073842,24.187735,63.404255,22.931164,0,31.48811,51.022528,27.89612,64.956195,0,0,14.89,0,0,9.64,0,0,13.02
127,3,25,89,24,19,21,4,27,311,181,373,337,1.75,2.23,1.7,1.08,0.4,0.3,0.6,0.3,9,0,3,2,3,4,2,4,1.27,0,31.36,0,0,15.04,3.5,0,25.21,43.808263,26.592161,68.653602,2.909958,0,23.702331,39.629237,20.770127,64.001059,0,0,4.45,0,0,3.28,0,0,4.87
128,3,65,89,24,19,39,4,37,311,181,120,337,1.75,2.23,1.71,1.13,0.4,0.2,0.6,0.3,9,1,5,2,2,4,5,4,0.79,0,14.66,0,0,3.9,1.97,0.2,13.84,21.761924,6.026409,37.057548,5.856918,0,14.809223,21.759953,13.308238,38.683879,0,0,2.72,0,0,0,0,0,1.89
129,3,25,89,24,19,21,4,37,311,148,121,337,1.75,2.23,1.7,1.1,0.4,0.3,0.6,0.3,9,0,3,2,2,4,5,4,1.59,0,29.77,0,0,13.45,3.71,0,24.89,48.314619,34.003178,75.518008,4.241525,0,22.684322,42.425847,24.871822,62.880297,0,0,4.45,0,0,3.28,0,0,4.87
130,3,25,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.88,5.98,36.17,8.78,0,23.14,16.62,1.46,38.7,41.231383,13.389628,55.505319,22.566489,0,30.760638,59.037234,21.457447,65.976064,0,0,15.43,0,0,9.57,0,0,12.9
131,7,67,94,24,32,39,4,36,354,413,115,330,2.01,1.15,1.71,1.08,0.4,0.3,0.6,0.3,9,5,5,3,5,0,5,4,22.14,13.6,68.37,0,0,30.5,13.2,2.05,68.26,56.535924,34.418622,81.719208,11.923387,0,50.961144,65.891129,42.093842,84.719575,1.1,2.6,31.3,0,0,9.57,0,0.11,22.65
132,3,25,71,23,19,22,12,27,317,180,129,341,0.43,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,4,3,3,4,5,3,12.9,0,29.92,8.51,0,20.61,17.02,1.46,33.24,42.200798,9.331117,49.230053,22.474734,0,28.763298,52.946809,19.724734,60.726064,0,0,9.84,0,0,8.38,0,0,11.04
133,3,65,90,24,19,22,4,37,311,180,378,337,1.75,2.17,1.66,1.13,0.7,0.2,0.6,0.3,9,1,5,3,2,0,2,3,3.06,1.55,16.2,0,0,4.46,2.21,0.35,13.33,17.952713,8.658527,39.748837,9.086822,0,15.701163,21.075969,10.204178,35.880233,0,0,3.33,0,0,0,0,0,1.86
134,3,26,90,24,19,21,13,39,336,160,386,396,0.34,2.23,1.66,1.6,0.8,0.3,0.6,0.3,9,0,4,2,2,0,1,4,14.9,5.88,28.14,5.98,0,17.25,13.14,0,28.53,45.427451,15.327451,54.865686,17.687255,0,23.137255,49.572549,26.377451,64.748039,0,0,12.55,0,0,6.37,0,0,9.31
135,3,65,89,24,19,39,4,37,311,160,378,337,1.75,2.17,1.66,1.13,0.4,0.3,0.7,0.3,9,1,5,2,2,0,1,4,3.15,2.33,21.8,0.28,0,6.19,2.17,0.12,17.23,18.401655,15.344501,45.741821,6.181317,0,17.00473,23.039417,13.968073,41.908553,0,0,5.01,0,0,0,0,0,2.44
136,3,26,71,23,19,22,12,27,315,178,129,341,0.43,2.54,1.71,1.6,0.7,0.2,0.7,0.3,2,0,4,3,3,4,5,3,13.02,0,30.04,8.76,0,22.78,16.77,0.88,34.54,36.037547,9.933667,48.685857,22.853567,0,30.77597,49.290363,19.521902,60.020025,0,0,11.51,0,0,10.01,0,0,12.52
137,3,25,89,24,19,40,4,27,311,177,373,337,1.75,2.17,1.71,1.08,0.4,0.3,0.7,0.3,9,1,5,2,3,1,2,4,28.71,23.31,53.81,0,0,15.89,9.53,0.53,30.4,65.239407,57.930085,76.684322,3.814619,0,24.536017,62.043432,39.351695,72.09322,0,0,20.02,0,0,4.45,0,0,6.04
138,3,65,89,24,19,39,4,37,311,181,120,337,1.75,2.23,1.71,1.13,0.4,0.2,0.6,0.3,9,1,5,2,2,4,5,4,0.79,0,14.51,0.04,0,3.94,1.93,0.24,13.68,21.710682,5.9527,37.15609,5.862436,0,14.794639,21.685061,13.325187,38.842333,0,0,2.72,0,0,0,0,0,1.89
139,3,26,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.52,5.76,38.67,8.89,0,24.03,16.77,1.5,40.05,39.073842,24.185232,63.401752,22.964956,0,31.48811,50.923655,27.949937,64.956195,0,0,14.89,0,0,9.64,0,0,13.02
140,3,76,89,24,26,39,4,26,311,177,378,337,1.75,2.17,1.71,1.13,0.4,0.3,0.7,0.3,9,1,5,2,3,1,1,4,7.49,3.56,26.1,0,0,10.1,1.93,0.27,18.03,21.26339,11.947797,43.339322,5.829153,0,22.435593,20.464746,11.437288,40.829831,0,0,7.66,0,0,0.03,0,0,2.81
141,3,25,71,23,19,22,12,27,317,180,129,341,0.43,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,4,3,3,4,5,3,12.9,0,29.92,8.51,0,20.61,17.02,1.46,33.24,42.200798,9.336436,49.24867,22.489362,0,28.75133,52.946809,19.744681,60.726064,0,0,9.84,0,0,8.38,0,0,11.04
142,3,25,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.88,5.98,36.17,8.78,0,23.14,16.62,1.46,38.7,41.231383,13.389628,55.505319,22.590426,0,30.817819,59.037234,21.457447,65.986702,0,0,15.43,0,0,9.57,0,0,12.9
143,3,26,90,24,19,21,13,39,336,160,386,396,0.34,2.23,1.66,1.6,0.8,0.3,0.6,0.3,9,0,4,2,2,0,1,4,14.9,5.88,28.14,5.98,0,17.25,13.14,0,28.33,45.427451,15.321569,54.869608,17.687255,0,23.137255,49.605882,26.32549,64.989216,0,0,12.55,0,0,6.37,0,0,9.31
144,3,65,89,24,19,39,4,37,311,160,378,337,1.75,2.17,1.66,1.13,0.4,0.3,0.7,0.3,9,1,5,2,2,0,1,4,3.19,2.33,21.52,0.24,0,6.15,2.17,0.12,17.26,18.719354,15.341348,45.817895,6.162791,0,17.029957,22.949153,13.982657,41.924714,0,0,5.01,0,0,0,0,0,2.44
145,3,65,89,24,19,22,4,37,317,180,120,337,1.75,2.23,1.71,1.13,0.4,0.3,0.7,0.3,9,1,5,2,3,4,5,4,1.02,0,20.73,0,0,5.4,1.14,0,14.47,21.897123,10.765865,46.459204,4.86756,0,15.995664,17.278676,8.068585,37.012613,0,0,3.31,0,0,0,0,0,2.44
146,3,26,71,24,19,39,12,27,311,190,386,341,0.34,2.23,1.66,1.6,0.7,0.2,0.6,0.3,2,0,4,3,2,0,1,3,13.39,0,30.41,9.64,0,22.9,22.9,4.51,36.8,33.674593,10.072591,52.28786,24.249061,0,30.881101,62.618273,42.465582,69.475594,0,0,9.64,0,0,8.14,0,0,12.27
147,3,25,89,24,19,40,4,38,311,159,373,337,1.75,2.17,1.66,1.08,0.4,0.3,0.7,0.3,9,0,5,2,2,0,2,4,7.42,6.25,28.39,0.42,0,16.21,9,3.18,40.36,32.073093,27.622881,55.880297,5.226695,0,24.461864,62.198093,47.427966,78.938559,0,0,9.96,0,0,4.45,0,0,6.04
148,3,25,89,24,19,40,4,27,311,177,373,337,1.75,2.17,1.71,1.08,0.4,0.3,0.7,0.3,9,1,5,2,3,1,2,4,28.71,23.31,53.92,0,0,15.89,9.22,0.42,30.4,65.239407,57.919492,76.686441,3.762712,0,24.537076,62.675847,39.292373,72.077331,0,0,20.02,0,0,4.45,0,0,6.04
149,3,26,71,23,19,22,12,27,315,178,129,341,0.43,2.54,1.71,1.6,0.7,0.2,0.7,0.3,2,0,4,3,3,4,5,3,13.02,0,30.04,8.76,0,22.78,16.77,0.88,34.92,36.037547,9.933667,48.657071,22.857322,0,30.77597,49.359199,19.43179,60.180225,0,0,11.51,0,0,10.01,0,0,12.52
150,3,25,71,24,19,22,12,27,317,160,386,341,0.34,2.23,1.66,1.6,0.7,0.3,0.7,0.3,2,0,4,3,3,0,1,3,18.88,5.98,36.17,8.78,0,23.14,16.62,1.46,38.7,41.231383,13.396277,55.517287,22.571809,0,30.805851,59.053191,21.466755,65.974734,0,0,15.43,0,0,9.57,0,0,12.9
151,3,25,71,23,19,22,12,27,317,180,129,341,0.43,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,4,3,3,4,5,3,12.9,0,29.92,8.11,0,20.61,17.02,1.46,33.24,42.200798,9.324468,49.238032,22.388298,0,28.886968,52.946809,19.746011,60.726064,0,0,9.84,0,0,8.38,0,0,11.04
152,3,76,89,24,26,39,4,26,311,177,378,337,1.75,2.17,1.71,1.13,0.4,0.3,0.7,0.3,9,1,5,2,3,1,1,4,7.53,3.46,26.1,0,0,10.07,1.9,0.27,17.86,21.312542,11.962712,43.201356,5.841695,0,22.427797,20.882712,11.383729,40.921356,0,0,7.66,0,0,0.03,0,0,2.81
153,3,65,71,24,19,39,12,37,317,180,124,337,1.75,2.17,1.66,1.13,0.3,0.2,0.6,0.3,9,1,5,3,2,0,5,3,2.77,1.63,18.06,0.69,0,7.42,3.17,0.89,18.06,19.022266,7.341415,39.419594,8.78377,0,21.556655,24.200396,12.31717,43.87234,0,0.15,4.35,0,0,0,0,0,2.47
154,3,26,90,24,19,21,13,39,336,160,386,396,0.34,2.23,1.66,1.6,0.8,0.3,0.6,0.3,9,0,4,2,2,0,1,4,14.9,5.88,28.14,5.98,0,17.25,13.14,0,28.53,45.427451,15.303922,54.873529,17.72451,0,23.135294,49.052941,26.359804,64.789216,0,0,12.55,0,0,6.37,0,0,9.31
155,3,65,89,24,19,39,4,39,336,160,377,336,0.34,2.23,1.66,1.13,0.4,0.3,0.7,0.3,9,0,4,2,2,0,1,4,2.76,2.33,26.92,0.28,0,11.59,2.29,0.2,19.98,18.856129,18.283406,49.148601,6.311391,0,22.098147,23.220339,14.277887,42.452503,0,0,8.63,0,0,2.29,0,0,5.95
156,3,26,90,24,19,21,13,37,311,160,387,397,1.75,2.18,1.66,1.61,0.7,0.3,0.6,0.3,9,1,5,2,2,0,1,4,15.78,5.78,25.69,4.8,0,14.8,11.96,0,26.96,42.482353,25.485294,52.57451,15.973529,0,23.391176,55.028431,24.501961,70.62549,0,0,8.73,0,0,3.43,0,0,5.29
157,3,26,71,24,19,39,12,27,311,190,386,341,0.34,2.23,1.66,1.6,0.7,0.2,0.6,0.3,2,0,4,3,2,0,1,3,13.39,0,30.41,9.51,0,22.9,22.9,4.51,36.55,33.674593,10.072591,52.276596,24.216521,0,30.894869,62.794743,42.453066,69.650814,0,0,9.64,0,0,8.14,0,0,12.27
158,3,65,89,24,19,22,4,37,317,180,120,337,1.75,2.23,1.71,1.13,0.4,0.3,0.7,0.3,9,1,5,2,3,4,5,4,1.02,0,20.77,0,0,5.28,1.14,0,14.19,21.955853,10.785179,46.552621,4.874655,0,15.960978,17.291289,8.091447,36.986204,0,0,3.31,0,0,0,0,0,2.44
159,3,25,89,24,19,40,4,27,311,177,373,337,1.75,2.17,1.71,1.08,0.4,0.3,0.7,0.3,9,1,5,1,3,1,2,4,28.81,23.2,55.93,0,0,16.21,1.48,0,22.78,65.554025,57.926907,78.393008,3.825212,0,24.496822,34.488347,28.679025,68.174788,0,0,20.02,0,0,4.45,0,0,5.3
160,3,21,71,23,19,22,12,27,317,180,129,341,0.43,2.23,1.72,1.6,0.7,0.2,0.6,0.3,2,0,4,3,3,4,5,3,15.38,0,29.13,9.17,0,23.86,17.48,1.8,35.68,46.06874,13.386018,51.98527,22.504092,0,30.101824,58.440729,27.037643,69.145663,0,0,9.49,0,0,10.33,0,0,11.78
161,3,76,89,24,26,39,2,26,311,180,378,337,1.75,2.18,1.71,1.13,0.4,0.3,0.7,0.3,9,1,5,2,3,1,1,4,8.24,4.75,25.12,0,0,9.02,2.51,0.17,17.66,18.74678,14.365424,41.99661,1.112542,0,21.065424,18.960339,11.502373,40.821017,0,0,7.66,0,0,0.03,0,0,2.81
162,3,76,89,24,26,39,4,26,311,177,378,337,1.75,2.17,1.71,1.13,0.4,0.3,0.7,0.3,9,1,5,2,3,1,1,4,7.59,3.66,26.07,0,0,10.1,1.59,0.27,17.8,21.330169,11.953898,43.24,5.854915,0,22.452203,18.842712,11.368136,40.765763,0,0,7.66,0,0,0.03,0,0,2.81
163,3,65,71,24,19,39,12,37,317,180,124,337,1.75,2.17,1.66,1.13,0.3,0.2,0.6,0.3,9,1,5,3,2,0,5,3,2.82,1.58,18.11,0.69,0,7.17,3.76,0.94,18.16,18.995547,7.398812,39.530925,8.660069,0,21.640772,25.630876,12.276596,43.815438,0,0.15,4.35,0,0,0,0,0,2.47
164,3,25,89,24,19,40,4,27,311,177,373,337,1.75,2.17,1.71,1.08,0.4,0.3,0.7,0.3,9,1,5,1,3,1,2,4,28.81,23.2,55.93,0,0,16.21,1.48,0,22.78,65.554025,57.988347,78.393008,3.850636,0,24.496822,34.364407,28.747881,68.174788,0,0,20.02,0,0,4.45,0,0,5.3
